product_id,Brand,category,Final_Price,Discount_Perc,Initial_Price,CSI_category,rating,ratings_count,category_group,value_score,adjusted_rating,has_discount,RVR_category,size_count,image_count,CSI,star_bucket,missing_sizes_flag,missing_images_flag,RVR,price_tier,value_tier,Discount_Bin,size_comp_tier,image_completeness,image_comp_tier,size_completeness
18346134.0,Arrabi,bedsheets,75.94800000000001,0.0,75.94800000000001,81.62499999999999,4.3,12,Home & Living,63.19840476375841,47.997924449979244,No Discount,120.0,1,5,79.11319450783014,4★,1,1,451.1235294117647,Premium,Low,,Mid (33–66%),0.7142857142857143,Mid (50–85%),0.3333333333333333
16299490.0,Bodycare Kids,innerwear-vests,11.736,0.0,11.736,79.05818805950058,3.8,10,Apparel,111.62624932689641,13.100456621004565,No Discount,40.816326530612244,6,8,79.11319450783014,4★,1,0,451.1235294117647,Mid,Low,,Low (≤33%),1.0,High (≥85%),0.25
22429820.0,YK Basics,innerwear-vests,6.384,0.59,15.588000000000001,79.05818805950058,3.5,12,Apparel,189.0070495874389,12.0662100456621,Discounted,48.97959183673469,24,4,79.11319450783014,4★,0,1,451.1235294117647,Low,Mid,0–10%,High (≥66%),0.5,Low (≤50%),1.0
18193844.0,Rubans,clutches,23.76,0.0,23.76,81.63247325361864,4.1,25,Accessories,156.01217656012173,37.06849315068493,No Discount,172.41379310344826,1,6,79.11319450783014,4★,0,0,451.1235294117647,Premium,Mid,,High (≥66%),1.0,High (≥85%),1.0
21421856.0,Baggit,handbags,9.552,0.6,23.88,81.63247325361864,4.4,5,Accessories,391.7864308860386,37.423439878234404,Discounted,34.48275862068966,1,8,79.11319450783014,4★,0,1,451.1235294117647,Mid,Premium,0–10%,High (≥66%),0.8888888888888888,High (≥85%),1.0
21421918.0,Baggit,handbags,12.468,0.45,22.68,81.63247325361864,4.6,18,Accessories,313.79936900260714,39.12450532724505,Discounted,124.13793103448276,1,8,79.11319450783014,5★,0,1,451.1235294117647,Mid,Premium,0–10%,High (≥66%),0.8888888888888888,High (≥85%),1.0
16696848.0,Accessorize,handbags,19.776,0.67,59.94,81.63247325361864,4.6,38,Accessories,197.83831577288154,39.12450532724505,Discounted,262.0689655172414,1,9,79.11319450783014,5★,0,0,451.1235294117647,Mid,Mid,0–10%,High (≥66%),1.0,High (≥85%),1.0
21232798.0,ESTALON,handbags,10.788,0.64,29.988,81.63247325361864,0.0,0,Accessories,0.0,0.0,Discounted,0.0,1,7,79.11319450783014,,0,1,451.1235294117647,Mid,Low,0–10%,High (≥66%),0.7777777777777778,Mid (50–85%),1.0
18200086.0,Caprese,handbags,11.088000000000001,0.75,44.388,81.63247325361864,4.0,59,Accessories,306.829987195284,34.02130898021309,Discounted,406.8965517241379,1,9,79.11319450783014,4★,0,0,451.1235294117647,Mid,Premium,0–10%,High (≥66%),1.0,High (≥85%),1.0
7743536.0,Lino Perros,handbags,53.94,0.0,53.94,81.63247325361864,4.5,6,Accessories,70.95656767285824,38.27397260273973,No Discount,41.37931034482759,1,6,79.11319450783014,4★,0,1,451.1235294117647,Premium,Low,,High (≥66%),0.6666666666666666,Mid (50–85%),1.0
7743355.0,Lino Perros,handbags,41.94,0.0,41.94,81.63247325361864,4.3,14,Accessories,87.20292597455668,36.57290715372907,No Discount,96.55172413793103,1,6,79.11319450783014,4★,0,1,451.1235294117647,Premium,Low,,High (≥66%),0.6666666666666666,Mid (50–85%),1.0
8293015.0,Lychee bags,handbags,20.388,0.0,20.388,81.63247325361864,3.9,84,Accessories,162.69754883121328,33.170776255707764,No Discount,579.3103448275862,1,5,79.11319450783014,4★,0,1,451.1235294117647,Mid,Mid,,High (≥66%),0.5555555555555556,Mid (50–85%),1.0
17637810.0,Toteteca,handbags,37.188,0.0,37.188,81.63247325361864,4.8,5,Accessories,109.78157141081991,40.82557077625571,No Discount,34.48275862068966,1,6,79.11319450783014,5★,0,1,451.1235294117647,Premium,Low,,High (≥66%),0.6666666666666666,Mid (50–85%),1.0
17761230.0,Caprese,handbags,47.988,0.0,47.988,81.63247325361864,4.1,10,Accessories,72.66783717745773,34.87184170471841,No Discount,68.96551724137932,1,8,79.11319450783014,4★,0,1,451.1235294117647,Premium,Low,,High (≥66%),0.8888888888888888,High (≥85%),1.0
15188034.0,Metro,handbags,15.48,0.0,15.48,81.63247325361864,4.3,10,Accessories,236.25909014036867,36.57290715372907,No Discount,68.96551724137932,1,5,79.11319450783014,4★,0,1,451.1235294117647,Mid,Premium,,High (≥66%),0.5555555555555556,Mid (50–85%),1.0
21762808.0,Baggit,handbags,10.14,0.5,20.28,81.63247325361864,4.6,10,Accessories,385.8432478032056,39.12450532724505,Discounted,68.96551724137932,1,7,79.11319450783014,5★,0,1,451.1235294117647,Mid,Premium,0–10%,High (≥66%),0.7777777777777778,Mid (50–85%),1.0
21421996.0,Baggit,handbags,11.94,0.5,23.88,81.63247325361864,4.5,40,Accessories,320.5525343613043,38.27397260273973,Discounted,275.86206896551727,1,8,79.11319450783014,4★,0,1,451.1235294117647,Mid,Premium,0–10%,High (≥66%),0.8888888888888888,High (≥85%),1.0
21621752.0,Berrylush,handbags,16.188,0.59,39.588,81.63247325361864,4.0,111,Accessories,210.16375698179576,34.02130898021309,Discounted,765.5172413793103,1,7,79.11319450783014,4★,0,1,451.1235294117647,Mid,Mid,0–10%,High (≥66%),0.7777777777777778,Mid (50–85%),1.0
13359482.0,FLYING BERRY,handbags,20.148,0.44,35.988,81.63247325361864,4.9,7,Accessories,206.84982877090056,41.676103500761045,Discounted,48.275862068965516,1,5,79.11319450783014,5★,0,1,451.1235294117647,Mid,Mid,0–10%,High (≥66%),0.5555555555555556,Mid (50–85%),1.0
13389422.0,DailyObjects,handbags,13.668000000000001,0.62,35.988,81.63247325361864,4.3,123,Accessories,267.5805322924281,36.57290715372907,Discounted,848.2758620689655,1,8,79.11319450783014,4★,0,1,451.1235294117647,Mid,Premium,0–10%,High (≥66%),0.8888888888888888,High (≥85%),1.0
13389410.0,DailyObjects,handbags,13.668000000000001,0.62,35.988,81.63247325361864,4.2,30,Accessories,261.35772921586005,35.72237442922375,Discounted,206.89655172413794,1,7,79.11319450783014,4★,0,1,451.1235294117647,Mid,Premium,0–10%,High (≥66%),0.7777777777777778,Mid (50–85%),1.0
22603262.0,DailyObjects,handbags,35.988,0.25,47.988,81.63247325361864,3.8,6,Accessories,89.80839038346792,32.320243531202436,Discounted,41.37931034482759,1,7,79.11319450783014,4★,0,1,451.1235294117647,Premium,Low,0–10%,High (≥66%),0.7777777777777778,Mid (50–85%),1.0
8376765.0,Lino Perros,backpacks,47.94,0.0,47.94,81.63247325361864,3.8,15,Accessories,104.6742217726496,50.18082191780822,No Discount,103.44827586206897,1,6,79.11319450783014,4★,0,1,451.1235294117647,Premium,Low,,High (≥66%),0.75,Mid (50–85%),1.0
9136281.0,Tommy Hilfiger,backpacks,34.788000000000004,0.0,34.788000000000004,81.63247325361864,4.5,67,Accessories,170.81941340188158,59.42465753424657,No Discount,462.0689655172414,1,8,79.11319450783014,4★,0,0,451.1235294117647,Premium,Mid,,High (≥66%),1.0,High (≥85%),1.0
17633752.0,Lavie,backpacks,35.988,0.0,35.988,81.63247325361864,4.4,226,Accessories,161.45412245482134,58.1041095890411,No Discount,1558.6206896551723,1,8,79.11319450783014,4★,0,0,451.1235294117647,Premium,Mid,,High (≥66%),1.0,High (≥85%),1.0
1376949.0,F Gear,backpacks,20.1,0.0,20.1,81.63247325361864,4.4,1052,Accessories,289.07517208478157,58.1041095890411,No Discount,7255.172413793103,1,4,79.11319450783014,4★,0,1,451.1235294117647,Mid,Premium,,High (≥66%),0.5,Low (≤50%),1.0
13939916.0,MYTRIDENT,bath-robe,34.788000000000004,0.0,34.788000000000004,81.62499999999999,4.7,12,Home & Living,178.84322678843228,62.21598173515983,No Discount,120.0,5,5,79.11319450783014,5★,0,0,451.1235294117647,Premium,Mid,,High (≥66%),1.0,High (≥85%),1.0
17198778.0,H&M,bathroom-accessories,16.788,0.0,16.788,81.62499999999999,4.5,42,Home & Living,171.23287671232876,28.746575342465754,No Discount,420.0,1,2,79.11319450783014,4★,0,0,451.1235294117647,Mid,Mid,,High (≥66%),1.0,High (≥85%),1.0
19851824.0,AVI Living,bath-towels,16.788,0.0,16.788,81.62499999999999,4.0,5,Home & Living,152.20700152207002,25.552511415525114,No Discount,50.0,1,5,79.11319450783014,4★,0,0,451.1235294117647,Mid,Mid,,High (≥66%),1.0,High (≥85%),1.0
18602872.0,My Room,bedsheets,35.988,0.0,35.988,81.62499999999999,4.7,10,Home & Living,145.77872528239547,52.46284765462848,No Discount,100.0,3,4,79.11319450783014,5★,0,1,451.1235294117647,Premium,Mid,,High (≥66%),0.5714285714285714,Mid (50–85%),1.0
18602850.0,My Room,bedsheets,35.988,0.0,35.988,81.62499999999999,4.5,22,Home & Living,139.57537527037863,50.230386052303864,No Discount,220.00000000000003,1,4,79.11319450783014,4★,1,1,451.1235294117647,Premium,Mid,,Mid (33–66%),0.5714285714285714,Mid (50–85%),0.3333333333333333
8961147.0,Story@home,bedsheets,26.388,0.0,26.388,81.62499999999999,3.7,7,Home & Living,156.51258012356146,41.3005396430054,No Discount,70.0,1,4,79.11319450783014,4★,1,1,451.1235294117647,Premium,Mid,,Mid (33–66%),0.5714285714285714,Mid (50–85%),0.3333333333333333
8430275.0,MYTRIDENT,bedsheets,26.388,0.0,26.388,81.62499999999999,4.4,26,Home & Living,186.12306825504606,49.11415525114156,No Discount,260.0,1,3,79.11319450783014,4★,1,1,451.1235294117647,Premium,Mid,,Mid (33–66%),0.42857142857142855,Low (≤50%),0.3333333333333333
18346118.0,Arrabi,bedsheets,10.38,0.74,39.948,81.62499999999999,0.0,0,Home & Living,0.0,0.0,Discounted,0.0,1,4,79.11319450783014,,1,1,451.1235294117647,Mid,Low,0–10%,Mid (33–66%),0.5714285714285714,Mid (50–85%),0.3333333333333333
18327434.0,BELLA CASA,bedsheets,4.848,0.73,17.988,81.62499999999999,0.0,0,Home & Living,0.0,0.0,Discounted,0.0,1,7,79.11319450783014,,1,0,451.1235294117647,Low,Low,0–10%,Mid (33–66%),1.0,High (≥85%),0.3333333333333333
18492504.0,ROMEE,bedsheets,41.988,0.0,41.988,81.62499999999999,3.9,10,Home & Living,103.67962571527582,43.53300124533001,No Discount,100.0,1,5,79.11319450783014,4★,1,1,451.1235294117647,Premium,Low,,Mid (33–66%),0.7142857142857143,Mid (50–85%),0.3333333333333333
13729978.0,DDecor,bedsheets,19.188,0.0,19.188,81.62499999999999,3.6,15,Home & Living,209.42416532125856,40.18430884184309,No Discount,150.0,1,5,79.11319450783014,4★,1,1,451.1235294117647,Mid,Mid,,Mid (33–66%),0.7142857142857143,Mid (50–85%),0.3333333333333333
19788630.0,Home Ecstasy,bedsheets,14.388,0.0,14.388,81.62499999999999,4.5,6,Home & Living,349.1130529073107,50.230386052303864,No Discount,60.0,2,4,79.11319450783014,4★,1,1,451.1235294117647,Mid,Premium,,High (≥66%),0.5714285714285714,Mid (50–85%),0.6666666666666666
20296382.0,DREAM WEAVERZ,bedsheets,31.188000000000002,0.0,31.188000000000002,81.62499999999999,3.8,18,Home & Living,136.00349635811114,42.4167704441677,No Discount,180.0,1,7,79.11319450783014,4★,1,0,451.1235294117647,Premium,Mid,,Mid (33–66%),1.0,High (≥85%),0.3333333333333333
18346134.0,Arrabi,bedsheets,75.94800000000001,0.0,75.94800000000001,81.62499999999999,4.3,12,Home & Living,63.19840476375841,47.997924449979244,No Discount,120.0,1,5,79.11319450783014,4★,1,1,451.1235294117647,Premium,Low,,Mid (33–66%),0.7142857142857143,Mid (50–85%),0.3333333333333333
22409156.0,Kastner,belts,2.676,0.84,16.788,81.63247325361864,3.8,9,Accessories,144.5966514459665,3.8694063926940636,Discounted,62.06896551724138,18,5,79.11319450783014,4★,0,0,451.1235294117647,Low,Mid,0–10%,High (≥66%),1.0,High (≥85%),1.0
18985918.0,Tommy Hilfiger,bodysuit,21.588,0.4,35.988,79.05818805950058,4.1,11,Apparel,108.31529100811119,23.383105022831046,Discounted,44.89795918367347,24,7,79.11319450783014,4★,0,0,451.1235294117647,Premium,Low,0–10%,High (≥66%),1.0,High (≥85%),1.0
22120138.0,Ed-a-Mamma Baby,bodysuit,8.388,0.3,11.988,79.05818805950058,4.2,5,Apparel,285.56777131061335,23.953424657534246,Discounted,20.408163265306122,15,6,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,0–10%,Mid (33–66%),0.8571428571428571,High (≥85%),0.625
1728397.0,Mactree,boots,13.044,0.88,108.72,76.53679065978822,3.9,1727,Footwear,336.259152373631,43.861643835616434,Discounted,7348.936170212765,6,5,79.11319450783014,4★,0,0,451.1235294117647,Mid,Premium,0–10%,High (≥66%),1.0,High (≥85%),1.0
21427828.0,London Rag,boots,46.068,0.6,115.188,76.53679065978822,5.0,4,Footwear,122.06494033239726,56.23287671232876,Discounted,17.02127659574468,6,5,79.11319450783014,5★,0,0,451.1235294117647,Premium,Mid,0–10%,High (≥66%),1.0,High (≥85%),1.0
17372928.0,The Souled Store,boxers,4.404,0.54,9.588000000000001,79.05818805950058,4.5,22,Apparel,171.23287671232876,7.541095890410959,Discounted,89.79591836734694,16,5,79.11319450783014,4★,0,0,451.1235294117647,Low,Mid,0–10%,High (≥66%),1.0,High (≥85%),1.0
15115018.0,Jockey,bra,6.948,0.0,6.948,79.05818805950058,4.4,1582,Apparel,229.8210460606656,15.967966280295046,No Discount,6457.142857142857,10,7,79.11319450783014,4★,1,0,451.1235294117647,Low,Premium,,Low (≤33%),1.0,High (≥85%),0.2
22063882.0,GROVERSONS Paris Beauty,bra,3.588,0.25,4.788,79.05818805950058,4.0,25,Apparel,404.58007196450404,14.516332982086405,Discounted,102.04081632653062,24,6,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,0–10%,Mid (33–66%),0.8571428571428571,High (≥85%),0.48
19219450.0,Susie,bra,4.488,0.5,8.988,79.05818805950058,4.3,12,Apparel,347.70628243633877,15.605057955742884,Discounted,48.97959183673469,50,3,79.11319450783014,4★,0,1,451.1235294117647,Low,Premium,0–10%,High (≥66%),0.42857142857142855,Low (≤50%),1.0
22196924.0,Zivame,bra,5.988,0.5,11.988,79.05818805950058,4.3,118,Apparel,260.6055102829473,15.605057955742884,Discounted,481.6326530612245,26,4,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,0–10%,Mid (33–66%),0.5714285714285714,Mid (50–85%),0.52
19219468.0,Susie,bra,4.776,0.43,8.388,79.05818805950058,4.0,6,Apparel,303.943320395444,14.516332982086405,Discounted,24.489795918367346,38,3,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,0–10%,High (≥66%),0.42857142857142855,Low (≤50%),0.76
22278620.0,Tweens,bra,7.248,0.16,8.64,79.05818805950058,0.0,0,Apparel,0.0,0.0,Discounted,0.0,10,5,79.11319450783014,,1,1,451.1235294117647,Low,Low,0–10%,Low (≤33%),0.7142857142857143,Mid (50–85%),0.2
19277544.0,Marks & Spencer,bra,26.988,0.25,35.988,79.05818805950058,4.3,24,Apparel,57.822209707065674,15.605057955742884,Discounted,97.95918367346938,24,5,79.11319450783014,4★,1,1,451.1235294117647,Premium,Low,0–10%,Mid (33–66%),0.7142857142857143,Mid (50–85%),0.48
18223842.0,max,bra,5.388,0.0,5.388,79.05818805950058,4.1,37,Apparel,276.1551838648583,14.879241306638564,No Discount,151.0204081632653,16,6,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,,Low (≤33%),0.8571428571428571,High (≥85%),0.32
18656766.0,VStar,bra,4.14,0.0,4.14,79.05818805950058,4.6,5,Apparel,403.2314717246224,16.693782929399365,No Discount,20.408163265306122,10,4,79.11319450783014,5★,1,1,451.1235294117647,Low,Premium,,Low (≤33%),0.5714285714285714,Mid (50–85%),0.2
18656764.0,VStar,bra,4.14,0.0,4.14,79.05818805950058,4.3,6,Apparel,376.93376704692963,15.605057955742884,No Discount,24.489795918367346,10,4,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,,Low (≤33%),0.5714285714285714,Mid (50–85%),0.2
13523458.0,shyaway,bra,30.564,0.0,30.564,79.05818805950058,4.3,6,Apparel,51.05698846925431,15.605057955742884,No Discount,24.489795918367346,24,5,79.11319450783014,4★,1,1,451.1235294117647,Premium,Low,,Mid (33–66%),0.7142857142857143,Mid (50–85%),0.48
18652628.0,max,bra,7.788,0.0,7.788,79.05818805950058,4.2,5,Apparel,195.7132721005486,15.242149631190726,No Discount,20.408163265306122,20,5,79.11319450783014,4★,1,1,451.1235294117647,Low,Mid,,Mid (33–66%),0.7142857142857143,Mid (50–85%),0.4
17774350.0,Zivame,bra,11.94,0.0,11.94,79.05818805950058,4.2,9,Apparel,127.65619456608648,15.242149631190726,No Discount,36.734693877551024,24,4,79.11319450783014,4★,1,1,451.1235294117647,Mid,Mid,,Mid (33–66%),0.5714285714285714,Mid (50–85%),0.48
16704504.0,ZINU,bracelet,4.6080000000000005,0.45,8.388,81.63247325361864,4.1,7,Accessories,305.01599362633175,14.055136986301369,Discounted,48.275862068965516,1,5,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,0–10%,Mid (33–66%),0.8333333333333334,Mid (50–85%),0.3333333333333333
21873792.0,KARATCART,bracelet,9.78,0.76,40.764,81.63247325361864,4.6,5,Accessories,161.23903969521248,15.769178082191779,Discounted,34.48275862068966,2,6,79.11319450783014,5★,1,0,451.1235294117647,Mid,Mid,0–10%,High (≥66%),1.0,High (≥85%),0.6666666666666666
21573578.0,Jewels Galaxy,bracelet,3.66,0.77,15.948,81.63247325361864,4.2,24,Accessories,393.38648102402874,14.397945205479452,Discounted,165.51724137931035,3,6,79.11319450783014,4★,0,0,451.1235294117647,Low,Premium,0–10%,High (≥66%),1.0,High (≥85%),1.0
18100576.0,MINUTIAE,bracelet,17.988,0.0,17.988,81.63247325361864,3.2,13,Accessories,60.98433963586074,10.96986301369863,No Discount,89.65517241379311,1,5,79.11319450783014,3★,1,1,451.1235294117647,Mid,Low,,Mid (33–66%),0.8333333333333334,Mid (50–85%),0.3333333333333333
18532334.0,Pepe Jeans,briefs,3.576,0.35,5.508,79.05818805950058,0.0,0,Apparel,0.0,0.0,Discounted,0.0,4,6,79.11319450783014,,1,1,451.1235294117647,Low,Low,0–10%,Mid (33–66%),0.6666666666666666,Mid (50–85%),0.4
16696094.0,Van Heusen,briefs,7.788,0.0,7.788,79.05818805950058,4.6,192,Apparel,106.78040368079837,8.316057838660578,No Discount,783.6734693877551,4,6,79.11319450783014,5★,1,1,451.1235294117647,Low,Low,,Mid (33–66%),0.6666666666666666,Mid (50–85%),0.4
21867416.0,DressBerry,briefs,2.58,0.28,3.588,79.05818805950058,4.1,14,Apparel,287.2921902469529,7.412138508371385,Discounted,57.14285714285714,4,5,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,0–10%,Mid (33–66%),0.5555555555555556,Mid (50–85%),0.4
21850852.0,Soie,briefs,4.44,0.05,4.68,79.05818805950058,4.9,14,Apparel,199.51372605482197,8.858409436834096,Discounted,57.14285714285714,10,5,79.11319450783014,5★,0,1,451.1235294117647,Low,Mid,0–10%,High (≥66%),0.5555555555555556,Mid (50–85%),1.0
21860658.0,EROTISSCH,briefs,6.468,0.4,10.788,79.05818805950058,0.0,0,Apparel,0.0,0.0,Discounted,0.0,8,6,79.11319450783014,,1,1,451.1235294117647,Low,Low,0–10%,High (≥66%),0.6666666666666666,Mid (50–85%),0.8
21569986.0,Chromozome,briefs,4.74,0.67,14.388,79.05818805950058,4.2,18,Apparel,160.18823574745198,7.592922374429224,Discounted,73.46938775510205,4,5,79.11319450783014,4★,1,1,451.1235294117647,Low,Mid,0–10%,Mid (33–66%),0.5555555555555556,Mid (50–85%),0.4
19206416.0,ABELINO,briefs,4.548,0.8,22.788,79.05818805950058,3.6,14,Apparel,143.10068553390926,6.508219178082192,Discounted,57.14285714285714,5,6,79.11319450783014,4★,1,1,451.1235294117647,Low,Mid,0–10%,Mid (33–66%),0.6666666666666666,Mid (50–85%),0.5
22196594.0,Zoiro,briefs,5.988,0.0,5.988,79.05818805950058,5.0,6,Apparel,150.95513197882318,9.039193302891933,No Discount,24.489795918367346,5,6,79.11319450783014,5★,1,1,451.1235294117647,Low,Mid,,Mid (33–66%),0.6666666666666666,Mid (50–85%),0.5
22196914.0,Zivame,briefs,4.788,0.5,9.588000000000001,79.05818805950058,4.6,5,Apparel,173.68541851839134,8.316057838660578,Discounted,20.408163265306122,4,7,79.11319450783014,5★,1,1,451.1235294117647,Low,Mid,0–10%,Mid (33–66%),0.7777777777777778,Mid (50–85%),0.4
21906602.0,bummer,briefs,5.388,0.25,7.188,79.05818805950058,4.6,23,Apparel,154.34405788159944,8.316057838660578,Discounted,93.87755102040816,5,5,79.11319450783014,5★,1,1,451.1235294117647,Low,Mid,0–10%,Mid (33–66%),0.5555555555555556,Mid (50–85%),0.5
13889998.0,XYXX,briefs,2.988,0.0,2.988,79.05818805950058,4.1,202,Apparel,248.0635377634332,7.412138508371385,No Discount,824.4897959183672,5,9,79.11319450783014,4★,1,0,451.1235294117647,Low,Premium,,Mid (33–66%),1.0,High (≥85%),0.5
22436508.0,Bruchi CLUB,briefs,3.72,0.65,10.656,79.05818805950058,5.0,4,Apparel,242.98906728204122,9.039193302891933,Discounted,16.3265306122449,10,6,79.11319450783014,5★,0,1,451.1235294117647,Low,Premium,0–10%,High (≥66%),0.6666666666666666,Mid (50–85%),1.0
21877640.0,DressBerry,camisoles,2.7600000000000002,0.23,3.588,79.05818805950058,3.7,14,Apparel,151.50387135199523,4.181506849315069,Discounted,57.14285714285714,5,4,79.11319450783014,4★,0,0,451.1235294117647,Low,Mid,0–10%,High (≥66%),1.0,High (≥85%),1.0
18882294.0,VStar,camisoles,3.18,0.0,3.18,79.05818805950058,4.8,10,Apparel,170.58671491341434,5.424657534246576,No Discount,40.816326530612244,1,4,79.11319450783014,5★,1,0,451.1235294117647,Low,Mid,,Low (≤33%),1.0,High (≥85%),0.2
21882284.0,H&M,candle-holders,8.568,0.45,15.588000000000001,81.62499999999999,0.0,0,Home & Living,0.0,0.0,Discounted,0.0,1,3,79.11319450783014,,0,0,451.1235294117647,Low,Low,0–10%,High (≥66%),1.0,High (≥85%),1.0
13669894.0,Vastraa Fusion,caps,20.388,0.0,20.388,81.63247325361864,3.5,13,Accessories,75.33081954377319,15.358447488584478,No Discount,89.65517241379311,1,5,79.11319450783014,4★,0,0,451.1235294117647,Mid,Low,,High (≥66%),1.0,High (≥85%),1.0
16281444.0,Bharatasya,caps,2.676,0.68,8.388,81.63247325361864,4.3,7,Accessories,705.1177044727018,18.8689497716895,Discounted,48.275862068965516,1,4,79.11319450783014,4★,0,1,451.1235294117647,Low,Premium,0–10%,High (≥66%),0.8,Mid (50–85%),1.0
20129438.0,Skechers,casual-shoes,93.58800000000001,0.4,155.988,76.53679065978822,3.8,11,Footwear,49.331998389928785,46.16883065316656,Discounted,46.808510638297875,6,6,79.11319450783014,4★,1,1,451.1235294117647,Premium,Low,0–10%,Mid (33–66%),0.75,Mid (50–85%),0.375
18506050.0,Bata,casual-shoes,6.468,0.55,14.388,76.53679065978822,4.4,86,Footwear,826.5096787176254,53.45864601945602,Discounted,365.9574468085106,7,5,79.11319450783014,4★,1,1,451.1235294117647,Low,Premium,0–10%,Mid (33–66%),0.625,Mid (50–85%),0.4375
21739362.0,Prolific,casual-shoes,9.252,0.71,31.92,76.53679065978822,3.9,8,Footwear,512.1465616178282,47.38379988088147,Discounted,34.04255319148936,6,7,79.11319450783014,4★,1,1,451.1235294117647,Mid,Premium,0–10%,Mid (33–66%),0.875,High (≥85%),0.375
21903832.0,U.S. Polo Assn.,casual-shoes,38.688,0.25,51.588,76.53679065978822,4.1,16,Footwear,128.75759495531244,49.81373833631128,Discounted,68.08510638297872,5,8,79.11319450783014,4★,1,0,451.1235294117647,Premium,Mid,0–10%,Low (≤33%),1.0,High (≥85%),0.3125
21651940.0,HIGHLANDER,casual-shoes,6.828,0.7,22.776,76.53679065978822,3.4,25,Footwear,604.9934642985781,41.30895374230692,Discounted,106.38297872340425,6,5,79.11319450783014,3★,1,1,451.1235294117647,Low,Premium,0–10%,Mid (33–66%),0.625,Mid (50–85%),0.375
21321784.0,San Frissco,casual-shoes,20.136,0.72,71.94,76.53679065978822,4.3,6,Footwear,259.4540961051902,52.2436767917411,Discounted,25.53191489361702,6,7,79.11319450783014,4★,1,1,451.1235294117647,Mid,Premium,0–10%,Mid (33–66%),0.875,High (≥85%),0.375
